8.000000000000000000e+01,5.700000000000000000e+01
6.000000000000000000e+01,7.800000000000000000e+01
7.300000000000000000e+01,1.380000000000000000e+02
1.090000000000000000e+02,1.770000000000000000e+02
4.100000000000000000e+01,6.500000000000000000e+01
1.010000000000000000e+02,8.700000000000000000e+01
3.100000000000000000e+01,2.500000000000000000e+01
2.200000000000000000e+01,1.300000000000000000e+01
7.400000000000000000e+01,6.800000000000000000e+01
7.300000000000000000e+01,9.100000000000000000e+01
7.100000000000000000e+01,9.000000000000000000e+01
6.400000000000000000e+01,8.200000000000000000e+01
7.200000000000000000e+01,1.440000000000000000e+02
4.500000000000000000e+01,8.500000000000000000e+01
4.300000000000000000e+01,8.800000000000000000e+01
1.880000000000000000e+02,5.900000000000000000e+01
7.600000000000000000e+01,1.360000000000000000e+02
3.400000000000000000e+01,4.100000000000000000e+01
1.240000000000000000e+02,8.500000000000000000e+01
8.200000000000000000e+01,1.730000000000000000e+02
1.530000000000000000e+02,3.100000000000000000e+01
9.800000000000000000e+01,5.300000000000000000e+01
6.100000000000000000e+01,6.800000000000000000e+01
7.200000000000000000e+01,4.500000000000000000e+01
8.300000000000000000e+01,1.680000000000000000e+02
1.150000000000000000e+02,1.170000000000000000e+02
7.900000000000000000e+01,5.400000000000000000e+01
5.400000000000000000e+01,1.600000000000000000e+01
1.250000000000000000e+02,9.600000000000000000e+01
1.830000000000000000e+02,9.600000000000000000e+01
1.830000000000000000e+02,1.090000000000000000e+02
1.140000000000000000e+02,9.000000000000000000e+01
1.020000000000000000e+02,7.500000000000000000e+01
4.600000000000000000e+01,1.500000000000000000e+01
9.400000000000000000e+01,1.430000000000000000e+02
6.300000000000000000e+01,4.500000000000000000e+01
1.360000000000000000e+02,7.200000000000000000e+01
1.140000000000000000e+02,1.740000000000000000e+02
1.160000000000000000e+02,4.900000000000000000e+01
1.180000000000000000e+02,8.900000000000000000e+01
3.400000000000000000e+01,2.700000000000000000e+01
1.730000000000000000e+02,3.200000000000000000e+01
