1.240000000000000000e+02,1.510000000000000000e+02
6.200000000000000000e+01,1.400000000000000000e+02
6.600000000000000000e+01,1.430000000000000000e+02
1.170000000000000000e+02,1.770000000000000000e+02
1.240000000000000000e+02,1.790000000000000000e+02
1.150000000000000000e+02,1.770000000000000000e+02
1.130000000000000000e+02,1.620000000000000000e+02
1.160000000000000000e+02,1.570000000000000000e+02
1.360000000000000000e+02,3.300000000000000000e+01
6.300000000000000000e+01,1.460000000000000000e+02
1.170000000000000000e+02,5.900000000000000000e+01
9.700000000000000000e+01,6.300000000000000000e+01
9.600000000000000000e+01,1.780000000000000000e+02
1.200000000000000000e+02,6.200000000000000000e+01
1.230000000000000000e+02,1.730000000000000000e+02
1.030000000000000000e+02,1.430000000000000000e+02
1.750000000000000000e+02,1.290000000000000000e+02
8.700000000000000000e+01,1.680000000000000000e+02
