2.440000000000000000e+02,2.580000000000000000e+02
1.600000000000000000e+02,3.000000000000000000e+02
1.600000000000000000e+02,3.000000000000000000e+02
2.720000000000000000e+02,3.140000000000000000e+02
2.720000000000000000e+02,3.140000000000000000e+02
2.720000000000000000e+02,3.140000000000000000e+02
2.720000000000000000e+02,3.140000000000000000e+02
2.720000000000000000e+02,3.140000000000000000e+02
2.440000000000000000e+02,4.800000000000000000e+01
1.600000000000000000e+02,3.000000000000000000e+02
2.720000000000000000e+02,1.740000000000000000e+02
2.300000000000000000e+02,1.460000000000000000e+02
2.440000000000000000e+02,3.420000000000000000e+02
2.720000000000000000e+02,1.740000000000000000e+02
2.720000000000000000e+02,3.140000000000000000e+02
2.440000000000000000e+02,2.580000000000000000e+02
3.560000000000000000e+02,2.580000000000000000e+02
2.440000000000000000e+02,3.420000000000000000e+02
